id;nodeA;nodeB;type;cond;substation;subnet;voltLvl
LV3.101 Switch 211;LV3.101 Bus 107;LV3.101 Bus 107_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 212;LV3.101 Bus 107;LV3.101 Bus 107_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 216;LV3.101 Bus 109;LV3.101 Bus 109_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 217;LV3.101 Bus 109;LV3.101 Bus 109_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 218;LV3.101 Bus 110;LV3.101 Bus 110_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 219;LV3.101 Bus 110;LV3.101 Bus 110_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 220;LV3.101 Bus 111;LV3.101 Bus 111_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 221;LV3.101 Bus 111;LV3.101 Bus 111_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 222;LV3.101 Bus 112;LV3.101 Bus 112_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 223;LV3.101 Bus 112;LV3.101 Bus 112_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 224;LV3.101 Bus 113;LV3.101 Bus 113_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 225;LV3.101 Bus 113;LV3.101 Bus 113_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 226;LV3.101 Bus 114;LV3.101 Bus 114_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 227;LV3.101 Bus 114;LV3.101 Bus 114_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 230;LV3.101 Bus 116;LV3.101 Bus 116_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 231;LV3.101 Bus 116;LV3.101 Bus 116_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 232;LV3.101 Bus 117;LV3.101 Bus 117_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 233;LV3.101 Bus 117;LV3.101 Bus 117_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 234;LV3.101 Bus 117;LV3.101 Bus 117_3;LS;1;NULL;LV3.101;7
LV3.101 Switch 235;LV3.101 Bus 118;LV3.101 Bus 118_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 236;LV3.101 Bus 118;LV3.101 Bus 118_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 238;LV3.101 Bus 119;LV3.101 Bus 119_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 38;LV3.101 Bus 119;LV3.101 Bus 119_2;CB;1;NULL;LV3.101;7
LV3.101 Switch 239;LV3.101 Bus 120;LV3.101 Bus 120_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 240;LV3.101 Bus 120;LV3.101 Bus 120_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 241;LV3.101 Bus 121;LV3.101 Bus 121_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 242;LV3.101 Bus 121;LV3.101 Bus 121_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 243;LV3.101 Bus 122;LV3.101 Bus 122_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 244;LV3.101 Bus 122;LV3.101 Bus 122_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 245;LV3.101 Bus 123;LV3.101 Bus 123_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 246;LV3.101 Bus 123;LV3.101 Bus 123_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 247;LV3.101 Bus 124;LV3.101 Bus 124_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 248;LV3.101 Bus 124;LV3.101 Bus 124_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 249;LV3.101 Bus 125;LV3.101 Bus 125_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 253;LV3.101 Bus 127;LV3.101 Bus 127_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 254;LV3.101 Bus 127;LV3.101 Bus 127_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 255;LV3.101 Bus 128;LV3.101 Bus 128_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 256;LV3.101 Bus 128;LV3.101 Bus 128_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 257;LV3.101 Bus 129;LV3.101 Bus 129_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 258;LV3.101 Bus 129;LV3.101 Bus 129_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 259;LV3.101 Bus 130;LV3.101 Bus 130_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 260;LV3.101 Bus 130;LV3.101 Bus 130_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 261;LV3.101 Bus 131;LV3.101 Bus 131_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 262;LV3.101 Bus 131;LV3.101 Bus 131_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 264;LV3.101 Bus 132;LV3.101 Bus 132_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 39;LV3.101 Bus 132;LV3.101 Bus 132_2;CB;1;NULL;LV3.101;7
LV3.101 Switch 265;LV3.101 Bus 133;LV3.101 Bus 133_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 266;LV3.101 Bus 133;LV3.101 Bus 133_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 270;LV3.101 Bus 135;LV3.101 Bus 135_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 271;LV3.101 Bus 135;LV3.101 Bus 135_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 272;LV3.101 Bus 136;LV3.101 Bus 136_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 273;LV3.101 Bus 136;LV3.101 Bus 136_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 6;LV3.101 Bus 3;LV3.101 Bus 3_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 7;LV3.101 Bus 3;LV3.101 Bus 3_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 8;LV3.101 Bus 3;LV3.101 Bus 3_3;LS;1;NULL;LV3.101;7
LV3.101 Switch 9;LV3.101 Bus 4;LV3.101 Bus 4_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 10;LV3.101 Bus 4;LV3.101 Bus 4_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 11;LV3.101 Bus 5;LV3.101 Bus 5_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 12;LV3.101 Bus 5;LV3.101 Bus 5_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 13;LV3.101 Bus 6;LV3.101 Bus 6_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 14;LV3.101 Bus 6;LV3.101 Bus 6_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 15;LV3.101 Bus 7;LV3.101 Bus 7_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 16;LV3.101 Bus 7;LV3.101 Bus 7_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 17;LV3.101 Bus 8;LV3.101 Bus 8_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 18;LV3.101 Bus 8;LV3.101 Bus 8_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 19;LV3.101 Bus 9;LV3.101 Bus 9_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 20;LV3.101 Bus 9;LV3.101 Bus 9_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 21;LV3.101 Bus 10;LV3.101 Bus 10_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 22;LV3.101 Bus 10;LV3.101 Bus 10_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 23;LV3.101 Bus 11;LV3.101 Bus 11_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 24;LV3.101 Bus 12;LV3.101 Bus 12_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 25;LV3.101 Bus 12;LV3.101 Bus 12_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 28;LV3.101 Bus 14;LV3.101 Bus 14_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 29;LV3.101 Bus 14;LV3.101 Bus 14_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 30;LV3.101 Bus 15;LV3.101 Bus 15_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 31;LV3.101 Bus 15;LV3.101 Bus 15_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 34;LV3.101 Bus 16;LV3.101 Bus 16_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 35;LV3.101 Bus 16;LV3.101 Bus 16_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 121;LV3.101 Bus 16;LV3.101 Bus 16_3;LS;1;NULL;LV3.101;7
LV3.101 Switch 106;LV3.101 Bus 16;LV3.101 Bus 16_4;LS;1;NULL;LV3.101;7
LV3.101 Switch 133;LV3.101 Bus 16;LV3.101 Bus 16_5;LS;1;NULL;LV3.101;7
LV3.101 Switch 32;LV3.101 Bus 16;LV3.101 Bus 16_6;CB;1;NULL;LV3.101;7
LV3.101 Switch 134;LV3.101 Bus 16;LV3.101 Bus 16_7;LS;1;NULL;LV3.101;7
LV3.101 Switch 2;LV3.101 Bus 16;LV3.101 Bus 16_8;CB;1;NULL;LV3.101;7
LV3.101 Switch 40;LV3.101 Bus 16;LV3.101 Bus 16_9;CB;1;NULL;LV3.101;7
LV3.101 Switch 47;LV3.101 Bus 16;LV3.101 Bus 16_10;CB;1;NULL;LV3.101;7
LV3.101 Switch 36;LV3.101 Bus 17;LV3.101 Bus 17_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 37;LV3.101 Bus 18;LV3.101 Bus 18_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 41;LV3.101 Bus 20;LV3.101 Bus 20_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 42;LV3.101 Bus 20;LV3.101 Bus 20_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 43;LV3.101 Bus 21;LV3.101 Bus 21_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 44;LV3.101 Bus 21;LV3.101 Bus 21_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 45;LV3.101 Bus 22;LV3.101 Bus 22_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 46;LV3.101 Bus 22;LV3.101 Bus 22_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 51;LV3.101 Bus 25;LV3.101 Bus 25_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 52;LV3.101 Bus 25;LV3.101 Bus 25_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 53;LV3.101 Bus 26;LV3.101 Bus 26_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 54;LV3.101 Bus 26;LV3.101 Bus 26_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 55;LV3.101 Bus 27;LV3.101 Bus 27_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 56;LV3.101 Bus 28;LV3.101 Bus 28_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 57;LV3.101 Bus 28;LV3.101 Bus 28_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 58;LV3.101 Bus 29;LV3.101 Bus 29_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 59;LV3.101 Bus 29;LV3.101 Bus 29_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 60;LV3.101 Bus 30;LV3.101 Bus 30_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 61;LV3.101 Bus 30;LV3.101 Bus 30_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 62;LV3.101 Bus 30;LV3.101 Bus 30_3;LS;1;NULL;LV3.101;7
LV3.101 Switch 63;LV3.101 Bus 31;LV3.101 Bus 31_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 64;LV3.101 Bus 32;LV3.101 Bus 32_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 65;LV3.101 Bus 32;LV3.101 Bus 32_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 66;LV3.101 Bus 33;LV3.101 Bus 33_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 67;LV3.101 Bus 33;LV3.101 Bus 33_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 68;LV3.101 Bus 34;LV3.101 Bus 34_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 69;LV3.101 Bus 34;LV3.101 Bus 34_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 72;LV3.101 Bus 36;LV3.101 Bus 36_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 73;LV3.101 Bus 37;LV3.101 Bus 37_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 74;LV3.101 Bus 37;LV3.101 Bus 37_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 75;LV3.101 Bus 38;LV3.101 Bus 38_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 76;LV3.101 Bus 38;LV3.101 Bus 38_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 77;LV3.101 Bus 39;LV3.101 Bus 39_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 78;LV3.101 Bus 39;LV3.101 Bus 39_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 79;LV3.101 Bus 40;LV3.101 Bus 40_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 80;LV3.101 Bus 40;LV3.101 Bus 40_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 81;LV3.101 Bus 41;LV3.101 Bus 41_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 82;LV3.101 Bus 41;LV3.101 Bus 41_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 83;LV3.101 Bus 42;LV3.101 Bus 42_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 84;LV3.101 Bus 42;LV3.101 Bus 42_2;LS;1;NULL;LV3.101;7
LV3.101 Switch 85;LV3.101 Bus 42;LV3.101 Bus 42_3;LS;1;NULL;LV3.101;7
LV3.101 Switch 86;LV3.101 Bus 43;LV3.101 Bus 43_1;LS;1;NULL;LV3.101;7
LV3.101 Switch 87;LV3.101 Bus 43;LV3.101 Bus 43_2;LS;1;NULL;LV3.101;7
